diff,top_level_label
+ S = input(),assignment
"- print(sum([sum(i) for i in distance])*2/N)
+ print(sum([sum(i) for i in distance])/N)",expression
"-     t = abs(A - abs(T - H[i] * 0.006))
+     t = abs(A - (T - H[i] * 0.006))",call
"-     print(solve(inputs))
+     print(solve(*inputs))",call
"-         ls.append(abs(A[0]-A[i]))
+         ls.append(A[0]+K-A[i])
+     #print(ls)",call
-     print(ma),call
"- 
- print(math.ceil(N / (D*2)))
+ print(math.ceil(N / ((D*2)+1)))",call
"- for i in range(1, X+1):
+ for i in range(X+1):",call
"-     return i
+     return i+1",expression
+ T.append(ans),call
"- print(city)
+ ",call
"-     for i in range(1,x+1):
+     for i in range(x+1):",call
"-     if last == a:
+     if not last == a:
-     else:",control_flow
"-   elif p[np] > r[nr] > q[nq]:
+   elif p[np] > q[nq]:
-     nq -= 1
+     np -= 1
+ ",identifier
"- import matha
+ import math",identifier
"- print(route)
+ # print(route)",call
"- print(int((n+m)*(n+m-1)-n*m))
+ print(int(((n+m)*(n+m-1)/2-n*m)))",call
"- for i in range(len(S)-1):
+ for i in range(len(S)):
-   for j in range(i+1,len(S)):
+   for j in range(i+1,len(S)+1):",expression
- print(S_s),call
"- print(int((N-N%2)/2))
+ print(int((N-N%2)/2+ N%2))",expression
"-         if ""..."" in s[b-2:d]: ans = ""Yes""
+         if ""..."" in s[b-2:d+1]: ans = ""Yes""",control_flow
"- # 奇数の時と偶数の時、奇数の場合は真ん中を選ぶかどうか
-     if N - index < 2 * n:
+     if N - index < 2 * n - 1:",control_flow
"- for i in range(1, N+1):
+ for i in range(N+1):",call
+     v.sort(),call
"- if h==1:
+ if h==1 or w==1:",control_flow
"-             n = min(pc[use - 1][0], (g - sum) // (use * 100))
+             n = min(pc[use - 1][0], -(-(g - sum) // (use * 100)))",call
"-         print(ans)
+         print(ans+""=7"")",expression
-         print(current),call
"- P = int(sum(X)/N)
+ P = int(sum(X) / N + 0.5)",assignment
"- print(leng)
+ #print(leng)",call
"- ans = 'No' if al/(4*M)>As[M] else 'Yes'
+ ans = 'No' if al/(4*M)>As[M-1] else 'Yes'",assignment
"- j=min(b-a,k)
+ j=min(b-a+1,k)",assignment
"- a = int(input())
+ a = int(input(), 2)",call
"- print(x*len(input()))
+ print(""x""*len(input()))",call
"-         ans += a - now
+         ans += a",expression
"-     d = abs(A - (T - H[i]) * 0.006)
+     d = abs(A - (T - H[i] * 0.006))",call
"-         print(sum_list)
+         # print(sum_list)",call
"- if g * b % 4 == 0:
+ if (g * 10 + b) % 4 == 0:",control_flow
"- x = 2*(a+b)
+ x = (a+b)",expression
"- print(max(dict_.values()))
+ print(max(max(dict_.values()), 0))",call
- print(sou),call
"- if s.find(p):
+ if s.find(p) >= 0:",control_flow
+             break,control_flow
"-         scores.append([i1] + a2a[n] - a2a[i1 - 1])
+         scores.append(a1a[i1] + a2a[n] - a2a[i1 - 1])",call
"-             break
-         break
-             
+             exit()",call
"- 
-         if amari == 0 and  b != 0:
+         if amari == 0:
-         #print(i, j, b, n)
-         #if b == 26:
-         #    ans = 'z' * i
-         #    break",control_flow
"- b = int(float(b)*100)
+ b = int(float(b)*100+0.0001)",assignment
"- print(A , P)
+ #print(A , P)",call
"- 				S.appendright(order[4])
+ 				S.append(order[4])
- 				S.appendright(order[4])
+ 				S.append(order[4])",identifier
"- if x % 2 == 0:
+ if (a+b) % 2 == 0:",control_flow
+   exit(),call
- print(A),call
"+         else:
+             print(s)",call
"- print(info2)
+ #print(info2)",call
"- print (r*3.1415)
+ print (r*3.1415*2)",expression
"- ans2 = [A, 0]
+ ans2 = [100 * A, 0]",assignment
+ cnt = 0,assignment
+ l.sort(),call
"-         print(m, g)",call
"- for i in range(N):
+ for i in range(1, N+1):",call
"- ans = 10 ** 9
+ ans = len(T)
- for i in range(len(S)-len(T)):
+ for i in range(len(S)-len(T)+1):",call
-     print(dp),call
"- N = input().split()
+ # coding: utf-8
+ # Your code here!
+ N = input()
+  ",call
"-     if x >= 2 *  a * a * b:
+     if x * 2 >= a * a * b:",control_flow
"- for i in range(0, 2*N):
+ for i in range(0, 2*N, 2):",call
"-     if alis[1] > blis[1]:
+     if n > 2 and alis[1] > blis[1]:",control_flow
"-         total = lo_total * r // (len(l) - p)
+         total += lo_total * (r // (len(l) - p))",assignment
"- enshu = int(input(R))
+ enshu = int(input())
- ",call
"+ import math
+ 
- 	amari = ceil(n / 111) + 1
+ 	amari = math.ceil(n / 111)",expression
"-     if amari <= B:
+     if amari <= B or amari > A:",control_flow
"- a = []
-   a = l[::-2]+l[0::2]
+   a = l[::-2]+ l[0::2]
-   a = l[::-2]+l[1::2]
+   a = l[::-2]+ l[1::2]
- print(a)
+ print(*a)",call
"- if C <= A <= B:
+ if A <= C <= B:",control_flow
"-         lef += 1
+         left += 1",identifier
-     print(ans),call
"- for _ in range(1, n - 1):
+ for _ in range(1, n):",expression
"- x = list(a,b,c,d,e)
+ x = list([a,b,c,d,e])",call
"- tt = """".join(sorted(t))
+ tt = """".join(sorted(t, reverse=True))",call
"- print(my_list[N])
+ print(my_list[N-1])",expression
+ main(),call
"+ print(ans) 
-     else:
-         print(ans)
-         exit(0)",call
"- print(np.sum(B))
+ print(1/np.sum(B))",expression
"- 	for t in _in:
+ 	for t in a:",identifier
- print(a),call
"- N, K = map(int, input())
+ N, K = map(int, input().split())
- 
+  ",call
"- if a%2 == 1 or b%2 == 1:
+ if a%2 == 1 and b%2 == 1:",control_flow
"-     ans+=j-bisect.bisect_right(l,l[i]-l[j]+1,hi=j)
+     ans+=j-bisect.bisect_right(l,l[i]-l[j],hi=j)",expression
+     break,control_flow
-     print(P),call
"- 
- print(sosu)
- ",call
"- print(S+T)
+ print(T+S)",expression
"- if s == ABC:
+ if s == 'ABC':",control_flow
"- print(a)
- ",call
"- for i in range(max(B-K, A+1), B+1):
+ for i in range(max(B-K+1, A+1), B+1):",expression
"- print(sum(XsDist[:n]))
+ print(sum(XsDist[:m - n]))",expression
- print(sp2),call
"-   while result <= 10**18:
+   while result <= 10**18 and m < n:",control_flow
"- ans = S.count('E')
+ ans = S[1:].count('E')
- for i in range(1, N-1):
+ for i in range(1, N):",expression
-     print(C),call
"+ a.sort()
+ #print(a)
- if a.sort() == [5,5,7]:
+ if a == [5,5,7]:",control_flow
"-   print(c,d)",call
"- 
-   print(ans)
- 
- if ans <=pow(10,18):
+ if ans<=pow(10,18):",call
-   print(city),call
"- if a or b >= 10:
+ if a >= 10 or b >= 10:",control_flow
"-     kuchi += A
+     kuchi += A-1",expression
"-     print(format((n+1)/2*n, '.10f'))
+     print(format((n+1)/(2*n), '.10f'))
-     #print((n+1)/2*n)
+     #print((n+1)/(2*n))",call
"-         suma = sum(box_list[i+1:N:i+1])
+         suma = sum(box_list[i:N:i+1])",expression
"- print(A + str(s[0]) + C)
+ print(""A"" + str(s[0]) + ""C"")",call
"- print(math.ceil(N/1000))
+ print(math.ceil(N/1000)*1000-N)",expression
"- min_num = c
+ min_num = c+t",assignment
"-     R.append((x+l-1, x-l+1))
+     R.append((x+l, x-l))",expression
"- print(N//D)
+ print((N+D-1)//D)",call
"-     print(A - 1)
+     print(A - 1, B)
-     print(B - 1)
+     print(A, B - 1)",call
"-     print(data)
+     # print(data)",call
"- print(S+T)
+ print(T+S)",expression
+     break,control_flow
"- A,B=map(int,input())
+ A,B=map(int,input().split())",call
-             print(L2),call
"- print(graph)
+ ",call
+         break,control_flow
"- if n.count(9) == len(n)-1:
+ if n[1:].count(9) == len(n) -1:",control_flow
- print(ab),call
"- if input() == 1:
+ if input() == '1':",control_flow
"-     reachTime = x / d
+     reachTime = d / x",expression
"- for i in range(0,n-k+1,k-1):
+ for i in range(0,n-k+1):",call
"- 	d=d-180
+ 	d=360-d",expression
- print(a),call
+     ans = int(ans),assignment
"- print(sum(sorted(h)[:min(n,n-k)]))
+ print(sum(sorted(h)[:n-min(n,k)]))",expression
"- if count == 10**5-1:
+ if count == 10**5:",expression
"-     for j in range(i,n-1,i+1):
+     for j in range(i,n,i+1):",expression
"+ P=float(""inf"")
- P=X=B=0
+ X=B=0
-   P=X
+     P=X",call
"- s,w = map(int,input())
+ s,w = map(int,input().split())",call
"-     print(100**d+101)
+     print(101*100**d)",expression
"+ 
+ 
+ 
+ 
+ 
+ 
+ 
+ 
-     return 1/f
+     return 1 / f
+ 
+ 
-             while(True):
+             while (True):
+ 
-         med = nums[(n+1)//2-1][0]
+         med = nums[(n + 1) // 2 - 1][0]
-         medhigh = nums[(n+1)//2-1][1]
+         medhigh = nums[(n + 1) // 2 - 1][1]
+         # print(medhigh, med)
+         print(int((medhigh - med) * 2) + 1)
-         print(int(medhigh - med * 2) + 1)
+ 
+ ",call
"-     ans[i]=abs(num[i]+num2[i])
+     ans[i]=abs(num[i]+num2[i+1])",assignment
"- print(min(s.count('0'),s.count('1')))
+ print(2*min(s.count('0'),s.count('1')))",expression
"- if s == 'AAA' or 'BBB':
+ if s == 'AAA' or s == 'BBB':
- 	print('No')
+     print('No')
- 
+     
- 	print('Yes')
+     print('Yes')
-     
-   ",control_flow
"- print((b - a + 1) - (b // c + b // d) + ((a - 1) // c + (a - 1) // d) + b // (c * d // gcd(c, d)) - a // (c * d // gcd(c, d)))
+ print((b - a + 1) - (b // c + b // d) + ((a - 1) // c + (a - 1) // d) + b // (c * d // gcd(c, d)) - (a - 1) // (c * d // gcd(c, d)))",call
"-     if schedule == [0,0,0,0,0,0,0,0,0,0]:
+     if schedule == (0,0,0,0,0,0,0,0,0,0):",control_flow
"-     if i**2 is number:
+     if i**2 == number:",control_flow
"-             index = min(index, a-1)
+             index = min(index, a)",expression
"-     ans = sum(Sa[:N+1])
+     ans = sum(Sa[:M-N])
-     ",expression
"- for i in range(l,r+1):
+ for i in range(l,r):",expression
"- for i in range(n, -1 ,-1):
+ for i in range(n - 1, -1 ,-1):
- 	print(i)",call
"- print(x*a)
+ print(""x""*a)",call
"- print([num in range(x-k+1,x)])
+ print(*[num for num in range(x-k+1,x+k)])",call
- print(c),call
"- A.sort
+ A.sort()",call
"- 		maxInt = max(maxInt, exp)
+ 		maxInt = max(maxInt, exp // i)",assignment
"- print(sum() - max(p))
+ print(sum(p) - max(p) // 2)",call
+ now = 0,assignment
- print(cnt),call
"-   print(routes.count(i))
+   print(routes.count(i+1))",expression
"+ a -= 1
- a_ = a - 1
+ a_ = a",expression
+                 break,control_flow
"- print(ans)
+ print(ans%1000000007)",expression
"- print(L)
+ ",call
"- S = input
+ S = input()",call
"+ 
- print(ss)
- 
- 
+ ",call
"- 		s = s[0:h] + s[h:]
+ 		s = s[h:] + s[0: h]",expression
"- for i in range(l):
+ for i in range(l,r):
-     for j in range(i+1,r):
+     for j in range(i+1,r+1):
-         sub = i*j%2019
+         sub = (i*j)%2019",call
"- print(A * min(B, N) // B)
+ print(A * min(B-1, N) // B)",expression
"- for i in c.valuses():
+ for i in c.values():",identifier
"- if (a,b) == (W,H):
+ if (a,b) == (W/2,H/2):",control_flow
"+     i0 = i
-         ans += m
+         ans += i0",identifier
- print(lis),call
+             totp = 1,assignment
"- for t in range(n-1):
+ for t in range(n):",expression
"- 
-             print('A'+ str(i + 1))
+             print(chr(65 + j) + str(i + 1))",call
"-     print(a - b)
+     print(b - a)",expression
"- elif 5 <= a:
+ elif a <= 5:",control_flow
- print(c),call
"+ 
-     ans.append(best_contest)
+     ans.append(best_contest+1)",expression
"-   answer +=(i-M)*2
+   answer +=(i-M)**2",expression
-         print(cnt),call
"-     print(int(sum - (l - 1)))
+     print(int(sum - (l)))",expression
"- D[0]=0
+ D.append(0)",call
"-         bus_tourlist+=1
+         bus_tourlist=1",assignment
"- if b&a == 0:
+ if b%a == 0:",control_flow
"- As = list(accumulate(list(mapint())))
+ As = [0]+list(accumulate(list(mapint())))
- for i, a in enumerate(As, 1):
+ for i, a in enumerate(As):",call
"- print( int(N**(1/2)) )
+ print( int(N**(1/2))**2 )",expression
"- Hs = H*30 + M/2
+ Hs = H*30 + M*0.5
-     shita = shita - 180
+     shita = 360 - shita",expression
"- #N=9
- #A=[10,-4,-8,-11,3,90,78,3,999]
- print(B)",call
"- if(a>x and a+b<x):
+ if(a>x or a+b<x):",control_flow
- print(value),call
"-         break
-         break
-     if s[i:i+5] == ""erase"" or s[i:i+5] == ""dream"":
+     elif s[i:i+5] == ""erase"" or s[i:i+5] == ""dream"":
-         break",control_flow
"- ans = str(A)+X[I]+str(B)+X[J]+str(C)+X[K]+str(D)
+ ans = str(A)+X[I]+str(B)+X[J]+str(C)+X[K]+str(D)+""=7""",assignment
"- 		print(-1 -1 -1)
+ 		print(-1,-1,-1)",call
"- print(ndp)
- ",call
"- print(a-b if a-b>0 else 0)
+ print(a-2*b if a-2*b>0 else 0)",expression
- print(r_l),call
+ v.sort(),call
"-     else:
+ else:
-         print('TLE')
+     print('TLE')
-         break",control_flow
"-     residence[b-1][f-1][r-1] = v
+     residence[b-1][f-1][r-1] += v",assignment
"-     x,y = list(map(int, input.split()))
+     x,y = list(map(int, input().split()))",call
"- a=list(map(int, input()))
+ a=list(map(int, input().split()))",call
"- 
-     t = (N-k+1)*k
+     t = (N-k+1)*k+1",assignment
-     print(i),call
"+         else:
+         	f = i",assignment
"- print(sum(y[0::2]-y[1::2])+x)
+ print(sum(y[1::2])-sum(y[0::2])+x)",expression
"- ans = sum(L[:k + 1])
+ ans = sum(L[:k])",expression
"- a = int(input)
+ a = int(input())",call
"- cards.reverse() 
+ cards.sort(reverse=True) ",identifier
-             print('ok'),call
"- print(_min, min(8, len(_set) + n_max))
+ print(_min, len(_set) + n_max)",call
"- 
- print(b)
- ",call
"-     N, Q = map(int, line_input())
+     N, Q = map(int, line_input(F))
-         s, t, x = map(int, line_input())
+         s, t, x = map(int, line_input(F))
-         d = int(single_input())
+         d = int(single_input(F))",call
"-     print((a - 1) // x - ans)
+     print(ans - (a - 1) // x)",expression
"- div = 10 ** 9 + 1
+ div = N // K
- # ans = ''.join(digits[::-1])",expression
- print(A),call
"-     if T == S[:-1] and len(T) == len(S)+1:
+     if T[:-1] == S and len(T) == len(S)+1:",control_flow
"-     ans += i
+     ans += i+1",expression
"- print(l[num])
+ print(l[num - 1])",expression
"- chr_s = chr(ord_s)
+ chr_s = chr(ord_s+1)",assignment
"- a,b =map(input().split())
+ a,b =map(int, input().split())",call
"-         GCD(b % a, a)
+         return GCD(b % a, a)
-     yakusu = [i for i in range(1, int(math.sqrt(M))) if M % i == 0]
+     yakusu = [i for i in range(1, int(math.sqrt(M))+1) if M % i == 0]",control_flow
"-   print(l,cnt)",call
"-     print(l,s)",call
"-           cnt_D+=1
+         cnt_D+=1
-         else:
-           break",control_flow
"- n = int(input)
+ n = int(input())",call
"- s = int(''.join(input.split('/')))
+ s = int(''.join(input().split('/')))",call
- print(ans),call
"-         print(round(max_median-min_median)*2+1)
+         print(round((max_median-min_median)*2)+1)",call
"-     for _ in range(K-1):
+     for _ in range(K):",expression
"- A,B=map(int,input())
+ A,B=map(int,input().split())",call
"- print(ans, sep=""\n"")
+ print(*ans, sep=""\n"")",call
+ L.sort(),call
"- 
+  
- if (l + s[0] == s[-1]) % 2:
+ if (l + (s[0] == s[-1])) % 2:",control_flow
"- i = 0
+ else:
+     i = 0
- while i < k and i < len(s):
+     while i < k - 1 and i < len(s):
-     if s[i] != '1':
+         if s[i] != '1':
-         break
+             break
-     i += 1
+         i += 1
- print(s[i])
+     print(s[i])",control_flow
"-     print(i,res)",call
"-     if maxl <= nn or minr >= nn:
+     if maxl <= nn and minr >= nn:
- ",control_flow
"-   if c1!=c2 : ns+=1
+   if c1!=c2 : ans+=1",identifier
"-             kabu = kane // A[i]
+             kabu += kane // A[i]",assignment
"- for i in range(1,x+1):
+ for i in range(x+1):",call
"- print(max(l-r+1,0))
+ print(max(r-l+1,0))",expression
"-     ans1 += 1
+     ans2 += 1",identifier
"- for i in range(1, len(s)):
+ for i in range(len(s)):",call
"- while Ture:
+ while True:",control_flow
"-   print(sum(sorted(h[:a])))
+   print(sum(sorted(h)[:a]))",call
"-     if Y % 2 == 0 and Y <= 4 * X:
+     if Y % 2 == 0 and 2 * X <= Y <= 4 * X:",control_flow
"- if a+b % 2 ==0:
+ if (a+b) % 2 ==0:",control_flow
"- a,b = map(int,input()).split()
+ a,b = map(int,input().split())
- 
-     
-   ",call
"- k = dic[max(dic)]
+ k = max(dic.values())",call
"- print(ans)
+ print(K-ans)",expression
"- N=10**7
+ #N=10**7",assignment
-         print(pos),call
+ A.reverse(),call
"-     print(i, j)",call
"- opt = list(accumulate(1 << k if 2 * b[k] < N else 0 for k in range(m)))
+ opt = [0] + list(accumulate(1 << k if 2 * b[k] < N else 0 for k in range(m)))",assignment
"- if (s_2[1] - s_2[0]) <= s_2[2]*2:
+ if (s_2[1] - s_2[0]+1) <= s_2[2]*2:",control_flow
-     print(C),call
"-         print(ii,iii)",call
-     print(cnt),call
"-     a+=d
+     a+=d*c",expression
"- for A in range(1, (N+1)//2):
+ for A in range(1, N//2+2):",call
"- if all(S.count(""c"") for c in ""abc""):
+ if all(S.count(c) for c in ""abc""):",control_flow
-   print(i),call
"- print(tn //f + 5)
+ print((tn-1) //f + 5)",call
"- a, b = map(int, input().split)
+ a, b = map(int,input().split())
- 
+  ",call
"- h = sorted(h)
+ h = sorted(h, reverse=True)",call
"+ import sys
-   ans = k
+   print(k)",call
"- 
- numbers = numc*K*(K+1)+ numf*K*(K-1)
+ numbers = numc*K*(K+1) + numf*K*(K-1)
- ans = int(numbers % (10**9 + 7) / 2)
+ ans = int(numbers//2 % (10**9 + 7))",expression
"-     for i in range(N - 1):
+     for i in range(N):",expression
"- N,A,B = map(int,input().split)
+ N,A,B = map(int,input().split())",call
"- for i in range(n//2):
+ for i in range(n):",expression
+     exit(),call
"-     print(n, m)",call
"- if pf == []: pf.append(1)
+ if t != 1: pf.append(1)",control_flow
"- print(len(set(a, b, c)))
+ print(len(set([a, b, c])))",call
"-     print(max(dp1[n],dp2[n]))
+     print(max(dp1[n-1],dp2[n]))",expression
- print(l),call
"- elif a == b or b == c :
+ elif a == b or b == c or c == a:",control_flow
"-     N,b=divmod(N,26)
+     N,b=divmod(N-1,26)
-     b=alf[b-1]
+     b=alf[b]
- ",expression
"+ 
-   l.append(input)
+   l.append(input())",call
+         break,control_flow
-     print(count),call
"- d[sys.stdin.readline()] -=1
+ d[sys.stdin.readline().rstrip()] -=1",call
"- 
- print(roads)",call
"-     max_votes = max(cnt)
+     max_votes = max(cnt.values())",call
"-         if m> 0 & N*a*b % m == 0:
+         if m> 0 and N*a*b % m == 0:",control_flow
- print(kuku),call
"-     if n[0] == [1] == n[2] or n[1] == n[2] == n[3]:
+     if n[0] == n[1] == n[2] or n[1] == n[2] == n[3]:",control_flow
"- 
- ans = True
+  
+ ans = ""Yes""
-             ans = False
+             ans = ""No""",assignment
+         break,control_flow
-     print(a),call
"-     if c % 2:
+     if c % 2 == 0:",control_flow
-         print(i),call
-         print(i),call
"+         counter += (ABC[tt][j]-head) % S + 1
-         # print(tt, ABC[tt], j, ABC[tt][j], head)
+         # print(tt, ABC[tt], j, ABC[tt][j], ""head:"",
-         counter += (ABC[tt][j]-head+1) % S
+         # head, "",counter:"", counter, S)",expression
